10	356	690
10	357	232
10	358	141
10	358	830
10	359	186
10	360	635
10	360	935
10	361	39
10	362	521
10	363	161
10	363	639
10	364	443
10	368	411
10	369	499
10	369	695
10	370	464
10	370	493
10	371	715
10	372	447
10	372	697
10	372	816
10	373	417
10	373	421
10	373	556
10	374	290
10	375	239
10	377	125
10	378	103
10	378	157
10	379	501
10	380	450
10	381	79
10	382	51
10	383	531
10	385	181
10	385	600
10	385	660
10	388	518
10	389	573
10	391	637
10	392	5
10	392	394
10	392	785
10	393	91
10	395	89
10	396	34
10	398	135
10	398	539
10	400	241
10	401	932
10	402	878
10	403	442
10	404	345
10	404	606
10	404	645
10	404	648
10	405	412
10	406	597
10	408	203
10	408	230
10	408	494
10	412	155
10	412	244
10	412	385
10	414	167
10	417	213
10	419	292
10	419	802
10	420	247
10	420	506
10	420	954
10	422	59
10	422	73
10	422	246
10	423	651
10	424	271
10	424	317
10	425	215
10	425	528
10	426	328
10	426	491
10	427	104
10	427	112
10	427	403
10	428	327
10	429	462
10	429	738
10	430	787
10	431	99
10	432	674
10	433	359
10	434	520
10	434	717
10	436	399
10	438	94
10	440	480
10	440	510
10	442	227
10	444	376
10	444	706
10	445	656
10	447	807
10	448	426
10	450	936
10	452	220
10	452	598
10	453	718
10	454	284
10	454	731
10	454	935
10	457	965
10	458	30
10	458	773
10	459	282
10	462	813
10	463	72
10	463	955
10	464	667
10	465	441
10	467	963
10	468	455
10	470	390
10	471	445
10	471	945
10	472	23
10	472	106
10	474	415
10	475	130
10	476	272
10	476	762
10	478	525
10	478	786
10	479	929
10	481	16
10	481	405
10	482	19
10	482	320
10	482	509
10	482	684
10	482	784
10	483	534
10	484	463
10	484	537
10	485	65
10	487	413
10	488	819
10	489	14
10	489	109
10	491	35
10	492	20
10	494	505
10	494	791
10	495	530
10	498	259
10	499	781
10	503	105
10	504	370
10	504	683
10	506	308
10	507	243
10	507	705
10	509	500
10	509	567
10	512	523
10	514	88
10	515	233
10	517	433
10	517	711
10	518	956
10	520	43
10	521	636
10	522	379
10	523	991
10	524	190
10	525	552
10	526	687
10	526	723
10	527	273
10	527	584
10	528	26
10	528	536
10	528	649
10	529	608
10	529	813
10	530	967
10	531	142
10	531	851
10	532	178
10	532	478
10	534	768
10	535	149
10	535	300
10	536	77
10	536	948
10	537	412
10	539	978
10	540	418
10	540	626
10	541	613
10	542	124
10	543	678
10	546	603
10	548	429
10	549	127
10	550	780
10	554	752
10	557	202
10	558	724
10	559	41
10	559	694
10	560	179
10	561	416
10	561	497
10	561	743
10	563	129
10	563	939
10	565	311
10	566	896
10	569	147
10	570	304
10	571	417
10	572	21
10	572	188
10	575	57
10	575	98
10	575	250
10	575	808
10	578	553
10	580	87
10	580	409
10	580	638
10	581	295
10	581	397
10	581	875
10	582	669
10	585	914
10	586	131
10	586	396
10	586	520
10	586	895
10	590	48
10	590	50
10	590	399
10	591	136
10	592	63
10	592	377
10	593	566
10	593	863
10	594	691
10	595	383
10	596	134
10	597	699
10	597	745
10	597	783
10	599	13
10	599	771
10	600	91
10	600	686
10	601	331
10	602	438
10	605	159
10	606	605
10	609	207
10	611	715
10	611	942
10	611	970
10	612	157
10	612	189
10	614	133
10	615	288
10	616	684
10	616	928
10	617	828
10	617	967
10	618	289
10	619	299
10	622	369
10	623	256
10	623	621
10	624	450
10	624	657
10	625	165
10	625	999
10	627	590
10	628	713
10	628	815
10	628	898
10	629	545
10	630	236
10	630	406
10	630	543
10	630	619
10	631	971
10	632	593
10	633	980
10	634	246
10	636	54
10	638	597
10	639	47
10	639	120
10	641	589
10	642	9
10	642	101
10	642	866
10	643	271
10	643	909
10	644	648
10	645	253
10	645	508
10	646	782
10	647	265
10	648	97
10	648	804
10	651	194
10	652	46
10	653	76
10	654	994
10	656	735
10	658	580
10	658	704
10	659	244
10	659	779
10	659	896
10	661	74
10	663	362
10	663	695
10	664	326
10	664	334
10	665	341
10	666	617
10	667	449
10	667	528
10	668	654
10	668	708
10	669	141
10	671	249
10	672	161
10	672	323
10	672	595
10	672	744
10	673	247
10	678	84
10	678	137
10	680	152
10	680	367
10	682	473
10	683	108
10	684	121
10	684	986
10	686	53
10	686	650
10	687	151
10	687	941
10	688	238
10	691	270
10	693	785
10	694	685
10	695	300
10	696	366
10	696	608
10	698	578
10	698	675
10	700	313
10	701	312
10	701	794
10	703	407
10	705	723
10	706	350
10	708	512
10	708	841
10	709	218
10	710	11
10	711	169
10	711	765
10	713	923
10	715	434
10	715	477
10	716	210
10	717	186
10	717	471
10	718	972
10	719	30
10	720	443
10	721	476
10	721	586
10	725	42
10	725	217
10	725	831
10	727	591
10	730	537
10	730	784
10	733	1
10	735	78
10	738	177
10	738	282
10	738	773
10	739	37
10	739	262
10	739	468
10	740	278
10	740	420
10	741	514
10	742	653
10	743	568
10	746	22
10	746	521
10	747	756
10	748	584
10	749	625
10	749	727
10	750	372
10	750	399
10	750	446
10	750	496
10	751	75
10	751	103
10	751	133
10	752	127
10	753	64
10	755	95
10	755	200
10	756	136
10	756	766
10	757	90
10	757	202
10	759	60
10	759	424
10	760	39
10	760	667
10	761	519
10	761	619
10	762	286
10	762	676
10	763	98
10	764	998
10	766	741
10	767	461
10	768	378
10	769	224
10	770	62
10	772	646
10	772	837
10	772	984
10	775	99
10	775	226
10	775	413
10	776	458
10	777	487
10	779	639
10	779	673
10	780	118
10	780	269
10	780	412
10	781	506
10	782	198
10	783	440
10	783	482
10	783	583
10	786	63
10	786	544
10	787	306
10	788	658
10	792	528
10	792	729
10	793	559
10	794	46
10	794	289
10	794	797
10	795	266
10	795	353
10	796	452
10	796	540
10	796	551
10	797	279
10	799	615
10	799	805
10	801	384
10	802	25
10	803	138
10	803	150
10	803	438
10	804	397
10	804	422
10	804	531
10	804	600
10	805	532
10	806	579
10	806	603
10	806	650
10	807	679
10	808	616
10	808	724
10	810	748
10	815	495
10	816	696
10	817	184
10	817	195
10	817	516
10	817	922
10	818	107
10	818	394
10	819	575
10	819	702
10	820	135
10	820	745
10	824	408
10	825	243
10	826	8
10	826	339
10	827	208
10	829	396
10	829	488
10	829	636
10	829	735
10	832	657
10	833	555
10	834	325
10	834	800
10	835	174
10	835	913
10	836	59
10	838	272
10	838	754
10	839	45
10	842	428
10	842	484
10	843	851
10	845	356
10	846	34
10	846	81
10	846	796
10	847	996
10	849	621
10	852	178
10	852	309
10	852	444
10	853	83
10	854	816
10	857	414
10	860	469
10	860	867
10	860	954
10	861	134
10	861	142
10	861	331
10	861	710
10	863	280
10	863	645
10	863	973
10	865	556
10	866	627
10	867	360
10	871	701
10	872	752
10	873	709
10	874	690
10	874	969
10	876	252
10	876	560
10	877	102
10	877	760
10	878	87
10	879	467
10	880	268
10	880	311
10	882	51
10	882	133
10	882	904
10	884	705
10	885	302
10	885	446
10	885	478
10	885	743
10	886	115
10	886	202
10	886	635
10	886	918
10	888	585
10	888	669
10	889	390
10	890	648
10	890	715
10	891	330
10	891	431
10	894	535
10	895	364
10	895	508
10	895	652
10	898	726
10	901	723
10	902	24
10	902	116
10	906	28
10	907	316
10	907	464
10	908	562
10	909	589
10	909	622
10	910	433
10	911	241
10	912	88
10	913	761
10	913	992
10	914	788
10	915	129
10	918	811
10	919	244
10	920	286
10	920	499
10	920	795
10	921	38
10	922	249
10	922	757
10	923	694
10	925	7
10	926	96
10	926	411
10	927	958
10	928	351
10	928	530
10	929	335
10	929	614
10	929	642
10	929	976
10	931	187
10	932	426
10	933	79
10	934	871
10	935	493
10	935	776
10	937	193
10	937	230
10	937	553
10	938	106
10	938	183
10	938	719
10	939	61
10	939	660
10	940	666
10	944	29
10	948	44
10	948	212
10	948	736
10	949	513
10	949	672
10	950	566
10	951	41
10	951	398
10	952	409
10	952	473
10	953	42
10	955	607
10	956	173
10	956	480
10	956	852
10	957	93
10	957	717
10	958	400
10	958	813
10	959	584
10	963	404
10	964	510
10	965	730
10	966	297
10	969	445
10	970	520
10	973	641
10	973	923
10	975	55
10	975	377
10	977	194
10	977	737
10	980	271
10	981	159
10	981	570
10	985	901
10	986	588
10	987	453
10	988	680
10	990	261
10	992	470
10	994	36
10	994	595
10	994	693
10	994	933
10	995	158
10	995	207
10	995	823
10	995	897
10	996	94
10	996	786
10	997	283
10	997	514
10	997	785
10	999	254
10	999	284
10	1000	10
