10	-1	0
10	2	238
10	3	407
10	3	420
10	4	194
10	5	553
10	6	426
10	7	321
10	8	45
10	8	759
10	9	136
10	9	497
10	13	275
10	14	604
10	14	711
10	15	152
10	15	709
10	16	87
10	18	165
10	18	919
10	19	769
10	21	382
10	21	596
10	21	733
10	22	465
10	23	217
10	24	404
10	24	648
10	25	863
10	26	884
10	27	137
10	27	598
10	30	897
10	32	86
10	32	95
10	32	504
10	32	657
10	33	639
10	35	293
10	35	327
10	35	424
10	36	265
10	37	625
10	37	816
10	38	691
10	39	322
10	39	614
10	39	739
10	40	359
10	40	977
10	41	47
10	41	117
10	41	606
10	43	676
10	44	613
10	46	432
10	46	586
10	47	526
10	48	352
10	49	26
10	49	619
10	50	220
10	50	507
10	51	397
10	53	379
10	53	768
10	53	830
10	55	22
10	55	700
10	56	237
10	57	940
10	58	77
10	58	260
10	58	611
10	58	845
10	59	214
10	61	580
10	62	405
10	62	630
10	62	634
10	62	772
10	63	901
10	64	310
10	66	159
10	66	672
10	67	575
10	68	591
10	70	179
10	70	923
10	71	946
10	72	582
10	73	134
10	73	423
10	73	548
10	73	789
10	74	752
10	75	340
10	76	118
10	76	841
10	78	263
10	78	512
10	79	491
10	80	38
10	80	377
10	81	735
10	82	842
10	85	703
10	86	996
10	87	126
10	87	621
10	89	235
10	89	544
10	90	296
10	90	510
10	92	698
10	94	121
10	95	715
10	95	870
10	96	21
10	96	261
10	97	266
10	100	207
10	101	280
10	101	831
10	103	887
10	103	934
10	104	347
10	105	449
10	106	41
10	107	223
10	107	398
10	107	443
10	107	807
10	108	527
10	112	802
10	113	176
10	113	636
10	113	819
10	115	592
10	116	885
10	120	29
10	120	229
10	122	712
10	122	765
10	122	888
10	125	92
10	127	33
10	127	216
10	127	903
10	128	395
10	130	40
10	130	774
10	132	732
10	133	88
10	134	240
10	134	372
10	135	53
10	135	516
10	136	528
10	137	150
10	138	519
10	141	13
10	144	335
10	144	388
10	146	32
10	147	307
10	148	481
10	149	56
10	149	318
10	149	455
10	149	583
10	150	203
10	152	295
10	152	378
10	152	970
10	153	600
10	154	276
10	154	458
10	155	351
10	155	568
10	156	89
10	159	100
10	159	646
10	159	968
10	160	328
10	161	711
10	163	719
10	165	142
10	165	297
10	165	864
10	166	25
10	167	71
10	167	674
10	167	788
10	169	374
10	170	221
10	170	251
10	173	751
10	175	244
10	176	435
10	177	524
10	179	57
10	180	680
10	181	364
10	182	775
10	183	661
10	184	541
10	184	647
10	187	147
10	188	459
10	188	677
10	189	228
10	190	416
10	191	320
10	193	177
10	193	278
10	193	349
10	193	350
10	194	252
10	194	993
10	195	68
10	195	161
10	196	472
10	197	468
10	197	658
10	197	675
10	198	326
10	198	448
10	198	770
10	199	103
10	199	743
10	200	573
10	201	469
10	201	550
10	202	687
10	205	189
10	206	934
10	207	535
10	207	601
10	209	380
10	212	317
10	215	27
10	215	253
10	215	366
10	217	37
10	217	766
10	219	12
10	219	123
10	219	501
10	219	608
10	220	45
10	220	180
10	222	437
10	222	556
10	222	657
10	223	356
10	224	58
10	224	248
10	225	400
10	226	149
10	226	693
10	226	722
10	227	10
10	227	705
10	228	231
10	228	548
10	228	706
10	232	7
10	232	155
10	232	447
10	233	325
10	237	115
10	237	165
10	237	486
10	237	542
10	238	279
10	240	386
10	240	663
10	240	898
10	241	345
10	241	860
10	242	909
10	244	36
10	244	163
10	245	418
10	245	936
10	246	432
10	247	60
10	250	26
10	250	31
10	250	343
10	251	187
10	251	413
10	251	740
10	252	475
10	254	779
10	257	756
10	258	286
10	259	391
10	259	529
10	260	564
10	261	708
10	262	54
10	262	183
10	262	217
10	262	487
10	265	566
10	265	583
10	266	666
10	269	424
10	269	798
10	270	151
10	270	454
10	271	465
10	273	148
10	275	963
10	276	332
10	279	169
10	279	587
10	279	823
10	280	625
10	281	102
10	283	577
10	286	200
10	287	586
10	288	238
10	289	721
10	290	913
10	293	348
10	294	911
10	295	35
10	295	422
10	296	257
10	297	285
10	297	620
10	298	265
10	298	481
10	301	488
10	303	28
10	303	288
10	305	387
10	305	807
10	311	875
10	315	195
10	320	74
10	321	612
10	322	219
10	323	390
10	324	336
10	325	262
10	327	734
10	329	333
10	329	916
10	330	318
10	331	83
10	331	786
10	333	358
10	333	616
10	336	176
10	336	254
10	336	298
10	337	638
10	340	438
10	340	986
10	341	58
10	341	95
10	341	194
10	342	184
10	342	724
10	343	965
10	344	741
10	344	888
10	345	268
10	345	305
10	345	492
10	347	304
10	349	110
10	350	160
10	350	302
10	351	870
10	354	733
10	355	409
10	355	720
